word,label
doziwe,POSITIVE
mma ‍️‍️‍️,POSITIVE
na ara ọtụ,NEGATIVE
gwuru m ike,NEGATIVE
onyeze,POSITIVE
aru ala,NEGATIVE
igbawa,NEGATIVE
a piawago,NEGATIVE
daa gị obi‍️,POSITIVE
agọzi go,POSITIVE
idi nma,POSITIVE
ezen ndi eze,POSITIVE
tabuo,NEGATIVE
uru,POSITIVE
atooom,POSITIVE
ozu,NEGATIVE
agozi go,POSITIVE
zuo ike,POSITIVE
rinne,POSITIVE
e kelem gi,POSITIVE
ndị ilo,NEGATIVE
ozioma,POSITIVE
ụdọ,POSITIVE
arụ ịsị ike,NEGATIVE
mmaa gi ula,NEGATIVE
anya ụfụ,NEGATIVE
gbaakwa oku,NEGATIVE
jidesie,POSITIVE
dachikwa gi nti,NEGATIVE
asanwa,POSITIVE
kogherie,NEGATIVE
fiowaa gị ọnụ,NEGATIVE
onye ara,NEGATIVE
ihe iribaama,NEGATIVE
eziokwu ‍️,POSITIVE
mezuo,NEGATIVE
ike gwu,NEGATIVE
amawom,POSITIVE
agbawaala,NEGATIVE
neso okwu,NEGATIVE
igbugo,NEGATIVE
kpogi oku,NEGATIVE
ala dachikwa gi nti,NEGATIVE
tawaa gị ọnụ,NEGATIVE
igwu egwu,NEGATIVE
dalu nu,POSITIVE
ike guru,NEGATIVE
gawa niru,POSITIVE
kpochiri,NEGATIVE
kasịe obi ike,POSITIVE
ebenebe,NEGATIVE
ajụ,NEGATIVE
nma,POSITIVE
onye chi mere eze,POSITIVE
ụgwọ ọlụ,NEGATIVE
bu eze,POSITIVE
isi aki,NEGATIVE
nwa ada,POSITIVE
egbum,NEGATIVE
obinna,POSITIVE
igbugom,NEGATIVE
etielaa,NEGATIVE
ma gbuo,NEGATIVE
ike adiro,NEGATIVE
ezigbote,POSITIVE
akpiri ogologo,NEGATIVE
naakogheri,NEGATIVE
adighi m,NEGATIVE
asa ugo,POSITIVE
ndi nsọ,POSITIVE
ajọ ọnụ,NEGATIVE
itagburu,NEGATIVE
ijeoma,POSITIVE
ntụgharị,NEGATIVE
ọchịchịrị,NEGATIVE
ekwela,NEGATIVE
akonuche,POSITIVE
isi nkụ ka,NEGATIVE
pigbuo gi,NEGATIVE
agbari,NEGATIVE
nna,POSITIVE
mpi anya,NEGATIVE
ike agwula gi,NEGATIVE
isi okanga,NEGATIVE
ezege,POSITIVE
daluu,POSITIVE
akalaka,POSITIVE
nwunye mmadu,POSITIVE
ara agba,NEGATIVE
adighi nma,NEGATIVE
kwenụ,POSITIVE
ya na,NEGATIVE
ujo gi,NEGATIVE
alika,NEGATIVE
itisagom,NEGATIVE
gbụo,NEGATIVE
afamefuna,POSITIVE
obi takwara ndia mmir,NEGATIVE
etigbu,NEGATIVE
