word,machine,human,label
virtuously,virtuously,nagarta,POSITIVE
snobby,snobby,mara son talakawa,NEGATIVE
grounded,tushe,tushe,NEGATIVE
fortunate,sa'a,sa'a,POSITIVE
bigoted,mai girman kai,mai girman kai,NEGATIVE
swears,rantsuwa,yana rantsuwa,NEGATIVE
spectral,bakan,bakan,NEGATIVE
bodyguard,mai gadi,mai gadin mutum,POSITIVE
appeasing,gamsarwa,gamsarwa,POSITIVE
contentious,mai rikici,mai rikici,NEGATIVE
stubbornness,taurin kai,taurin kai,NEGATIVE
bereft,rasuwa,rasuwa,NEGATIVE
flees,ya gudu,ya/ta gudu,NEGATIVE
odious,m,mara dadi sosai,NEGATIVE
catchy,mai kamawa,mai kamawa,POSITIVE
martingale,martingale,linzamin doki,NEGATIVE
seduction,lalata,lalata,NEGATIVE
cage,keji,keji,NEGATIVE
posturing,aikawa,aikawa,NEGATIVE
compactly,karami,karami,POSITIVE
envy,hassada,hassada,POSITIVE
rifle,bindiga,bindiga,NEGATIVE
squeaky,kuwwa,kuwwa,NEGATIVE
rumple,ƙara,ƙara,NEGATIVE
stalemate,dagewa,dagewa,NEGATIVE
riled,riled,fusatarwa,NEGATIVE
reassured,sake tabbata,sake tabbata,POSITIVE
partnership,haɗin gwiwa,haɗin gwiwa,POSITIVE
pretty,kyakkyawa,kyakkyawa,POSITIVE
culinary,dafuwa,na girki,POSITIVE
foreboding,karawa,karawa,NEGATIVE
forgiving,gafartawa,gafartawa,POSITIVE
cancer,ciwon daji,ciwon daji,NEGATIVE
agriculture,aikin gona,aikin gona,POSITIVE
no fun,babu wasa,babu wasa,NEGATIVE
fallacy,rashin gaskiya,rashin gaskiya,NEGATIVE
pulpit,minbari,minbari,POSITIVE
brainwash,wankin kwakwalwa,wankin kwakwalwa,NEGATIVE
lust,sha'awa,sha'awa,NEGATIVE
piss,fitsari,fitsari,NEGATIVE
loath,ƙyama,ƙyama,NEGATIVE
enjoyed,naji dadin,naji dadin,POSITIVE
fray,fray,yagewar tufafi,NEGATIVE
believeable,mai imani,mai imani,POSITIVE
congratulations,barka da warhaka,taya murna,POSITIVE
encouragingly,karfafa gwiwa,karfafa gwiwa,POSITIVE
blasphemous,sabo,sabo,NEGATIVE
dignify,girmama,girmama,POSITIVE
brutality,mugunta,mugunta,NEGATIVE
collision,karo,karo,NEGATIVE
correctly,daidai,daidai,POSITIVE
exemplar,misali,misali,POSITIVE
geranium,geranium,kananan fulawoyi,POSITIVE
balance,ma'auni,ma'auni,POSITIVE
stumble,yi tuntuɓe,yi tuntuɓe,NEGATIVE
principled,mai ka'ida,mai ka'ida,POSITIVE
merge,hade,hade,POSITIVE
successfully,cikin nasara,cikin nasara,POSITIVE
puffy,kumbura,kumbura,NEGATIVE
impatient,rashin haƙuri,rashin haƙuri,NEGATIVE
maddening,hauka,hauka,NEGATIVE
major,babba,babba,POSITIVE
throne,kursiyin,karaga,POSITIVE
regulate,daidaita,daidaita,POSITIVE
eerie,m,mai figitarwa,NEGATIVE
soup,miya,miya,POSITIVE
imposing,dorawa,dorawa,NEGATIVE
sewage,najasa,najasa,NEGATIVE
greeted,gaishe,gaishe,POSITIVE
recommendations,shawarwari,yabawa,POSITIVE
unsteadily,rashin ƙarfi,rashin ƙarfi,NEGATIVE
brazen,tagulla,tagulla,NEGATIVE
wit,sani,sani,POSITIVE
oversells,kula,kula,NEGATIVE
enmity,ƙiyayya,ƙiyayya,NEGATIVE
obliging,wajibi,wajibi,POSITIVE
structure,tsari,tsari,POSITIVE
unconvincing,m,rashin yarda,NEGATIVE
haze,hazo,hazo,NEGATIVE
smuggling,fasa -kwauri,fasa -kwauri,NEGATIVE
lithe,lithe,siriri,POSITIVE
render,bayar,bayar,POSITIVE
eulogize,rairayi,rairayi,POSITIVE
snarky,sarky,mai rigima da fushi,NEGATIVE
trophy,ganima,kambu,POSITIVE
conviction,yakini,yakini,NEGATIVE
bloodshed,zub da jini,zub da jini,NEGATIVE
devoted,duƙufa,duƙufa,POSITIVE
exhilaration,farin ciki,farin ciki,POSITIVE
passiveness,wucewa,wucewa,NEGATIVE
infiltration,kutsawa,kutsawa,NEGATIVE
plumb,marmaro,marmaro,POSITIVE
overemphasize,cika magana da karfi,cika magana da karfi,NEGATIVE
anaconda,anaconda,kasa,NEGATIVE
warfare,yaƙi,yaƙi,NEGATIVE
kinder,mafi alheri,mafi alheri,POSITIVE
tanned,tanned,jemewa,POSITIVE
captivated,kamewa,kamewa,POSITIVE
roadster,dan hanya,dan hanya,POSITIVE
gladden,farin ciki,farin ciki,POSITIVE
tumble,tumɓuke,tumɓuke,NEGATIVE
payback,biya,biya,NEGATIVE
conquest,cin nasara,cin nasara,NEGATIVE
discourteous,mara kyau,mara kyau,NEGATIVE
assent,yarda,yarda,POSITIVE
throb,yi mamaki,yi mamaki,NEGATIVE
disrespect,rashin girmamawa,rashin girmamawa,NEGATIVE
adjudicate,yanke hukunci,yanke hukunci,NEGATIVE
effusion,zubar ruwa,zubar ruwa,POSITIVE
smiles,murmushi,yana murmushi,POSITIVE
commendable,abin yabo,abin yabo,POSITIVE
jeeringly,ba'a,ba'a,NEGATIVE
declaratory,bayyanawa,bayyanawa,POSITIVE
wayward,bata gari,bata gari,NEGATIVE
bump,yi karo,yi karo,NEGATIVE
eject,kore,kore,NEGATIVE
colic,colic,ciwon cikin jarirai,NEGATIVE
stupify,tsawaita,tsawaita,NEGATIVE
equilibrium,ma'auni,ma'auni,POSITIVE
cliche,danna,maimaita magana,NEGATIVE
offset,biya diyya,rage ko daidaita karfin wani abu,POSITIVE
disappear,bace,bata,NEGATIVE
erroneously,kuskure,kuskure,NEGATIVE
bounty,falala,falala,POSITIVE
derail,derail,dakilewa,NEGATIVE
barricade,shinge,shinge,NEGATIVE
slogs,slogs,yana hidimtawa,NEGATIVE
dithering,ditinging,ditinging,NEGATIVE
cathartic,cathartic,samun sassauci,POSITIVE
extinct,bace,bace,NEGATIVE
unabashedly,mara kunya,mara kunya,POSITIVE
subpoenas,ƙaramar takarda,ƙaramar takarda,NEGATIVE
forsaken,watsi,watsi,NEGATIVE
endearing,masoya,masoya,POSITIVE
mediation,matsakaici,matsakaici,POSITIVE
disguising,sake kamawa,yin bad-da-bami,NEGATIVE
elevate,daukaka,daukaka,POSITIVE
ranting,raging,soki burutsu,NEGATIVE
pretensions,tsayuwa,tsayuwa,NEGATIVE
excelent,banda,banda,POSITIVE
mistrustful,rashin amana,rashin amana,NEGATIVE
regression,koma baya,koma baya,NEGATIVE
dishonest,rashin gaskiya,rashin gaskiya,NEGATIVE
expulse,cin nasara,cin nasara,NEGATIVE
chastity,tsarki,tsarki,POSITIVE
redeeming,fansa,fansa,POSITIVE
tingling,tingling,jin tsuko a jiki,NEGATIVE
puppet,yar tsana,yar tsana,NEGATIVE
arcane,arcane,wanda ba fayyatacce ba,NEGATIVE
rumours,jita-jita,jita-jita,NEGATIVE
extricate,fitar,fitar,POSITIVE
favoritism,son zuciya,son zuciya,POSITIVE
swamped,fadama,fadama,NEGATIVE
dogmatic,m,fifita tunani,NEGATIVE
ghosting,fatalwa,fatalwa,NEGATIVE
purification,tsarkakewa,tsarkakewa,POSITIVE
infliction,zalunci,zalunci,NEGATIVE
indestructible,mara lalacewa,mara lalacewa,POSITIVE
nagging,nagging,addabi,NEGATIVE
irks,irks,ya na fushi,NEGATIVE
resolved,warware,warware,POSITIVE
marginal,m,kadan,NEGATIVE
preposterously,preposterously,gaulanci,NEGATIVE
geezer,geezer,dattijon kawai,NEGATIVE
joking,wasa,wasa,POSITIVE
suffocate,shaƙa,shaƙa,NEGATIVE
misery,wahala,wahala,NEGATIVE
discarding,yarwa,yarwa,NEGATIVE
skittishly,skittishly,a firgice,NEGATIVE
unnervingly,unnervingly,a cikin sanyin jiki,NEGATIVE
flops,flops,ya kasa,NEGATIVE
schism,rarrabuwa,rarrabuwa,NEGATIVE
acclaimed,yabo,yabo,POSITIVE
debts,basusuka,basusuka,NEGATIVE
disconcert,disconcert,abu mai uzzurawa,NEGATIVE
gratifyingly,gratifyingly,cike da sha'awa,POSITIVE
scratchy,karce,karce,NEGATIVE
ram,rago,rago,NEGATIVE
ironic,ban dariya,ban dariya,NEGATIVE
baffle,wasa,wasa,NEGATIVE
singly,na kadaici,na kadaici,POSITIVE
overreacts,wuce gona da iri,wuce gona da iri,NEGATIVE
villager,ƙauyen,dan kauye,POSITIVE
inculcate,koya,koya,NEGATIVE
overthrow,tumbuke,tumbuke,NEGATIVE
openly,a bayyane,a bayyane,POSITIVE
anchorage,anga,wurin daure jiragen ruwa,POSITIVE
tauntingly,ba'a,ba'a,NEGATIVE
animated,mai rai,mai rai,POSITIVE
reimbursement,sake biya,sake biya,POSITIVE
hacked,an yi hacked,kutse,NEGATIVE
innuendo,innuendo,habaici,NEGATIVE
enlightened,haskaka,haskaka,POSITIVE
ironically,abin dariya,abin dariya,NEGATIVE
antagonist,mai adawa,mai adawa,NEGATIVE
bombastic,bam-bamai,bam-bamai,NEGATIVE
jeopardize,jefa cikin haɗari,jefa cikin haɗari,NEGATIVE
disable,a kashe,kasashshe,NEGATIVE
stereotypical,stereotypical,tsari,NEGATIVE
accurate,daidai,daidai,POSITIVE
worsening,damuwa,damuwa,NEGATIVE
inequities,rashin daidaito,rashin daidaito,NEGATIVE
pretended,yi riya,yi riya,NEGATIVE
scratched,karce,karce,NEGATIVE
desirable,kyawawa,abin so,POSITIVE
impudence,rashin hankali,rashin hankali,NEGATIVE
inspirational,wahayi,mai taba ruhi,POSITIVE
villianous,villianous,mugunta,NEGATIVE
famine,yunwa,yunwa,NEGATIVE
prodigy,Karin bayani,dan baiwa,POSITIVE
bereaving,makoki,makoki,NEGATIVE
inimically,inimically,mai jawo matsala,NEGATIVE
glimmer,annuri,annuri,POSITIVE
weakening,raunana,raunana,NEGATIVE
brittle,karaya,karaya,NEGATIVE
horrifies,ban tsoro,yana tsoratarwa,NEGATIVE
won,lashe,lashe,POSITIVE
theocratic,tsarin Allah,tsarin Allah,NEGATIVE
overpowering,rinjaye,rinjaye,NEGATIVE
wonderful,ban mamaki,ban mamaki,POSITIVE
critics,masu sukar,masu sukar,NEGATIVE
painfully,da zafi,da zafi,NEGATIVE
eruption,fashewa,fashewa,NEGATIVE
self-sufficiency,wadatar kai,wadatar kai,POSITIVE
mismanage,rashin kulawa,rashin kulawa,NEGATIVE
salvation,ceto,ceto,POSITIVE
idler,malalaci,malalaci,NEGATIVE
exuberance,farin ciki,farin ciki,POSITIVE
manipulating,magudi,sarrafa,NEGATIVE
missed,aka rasa,aka rasa,NEGATIVE
trustworthy,amintacce,amintacce,POSITIVE
fasting,azumi,azumi,NEGATIVE
downfall,faduwa,faduwa,NEGATIVE
greetings,gaisuwa,gaisuwa,POSITIVE
confident,m,amintacce,POSITIVE
deceitful,mayaudari,mayaudari,NEGATIVE
brutalizing,zaluntar,zaluntar,NEGATIVE
squealing,kururuwa,kururuwa,NEGATIVE
failure,rashin cin nasara,rashin cin nasara,NEGATIVE
bruising,bruising,kujewa,NEGATIVE
ebulliently,akullum,akullum,POSITIVE
contraband,haramtattun kayayyaki,haramtattun kayayyaki,NEGATIVE
teasing,wasa,wasa,NEGATIVE
berserk,giya,giya,NEGATIVE
bleeds,yayi jini,yana zub da jini,NEGATIVE
winners,masu nasara,masu nasara,POSITIVE
masters,masters,gwanaye,POSITIVE
adores,kauna,kauna,POSITIVE
sensational,abin mamaki,abin mamaki,POSITIVE
appease,kwantar da hankali,kwantar da hankali,POSITIVE
foundation,tushe,tushe,POSITIVE
hestitant,mai rikitarwa,mai rikitarwa,NEGATIVE
accommodative,kwantar da hankali,kara,POSITIVE
tough,tauri,tauri,POSITIVE
treacherously,mayaudara,mayaudara,NEGATIVE
grouchy,makura,makura,NEGATIVE
gimmicking,cin gindi,koma baya,NEGATIVE
encourages,karfafa,yana karfafa,POSITIVE
thwart,hana,hana,NEGATIVE
impotent,rashin ƙarfi,rashin ƙarfi,NEGATIVE
detainee,wanda aka tsare,wanda aka tsare,NEGATIVE
unchangeable,m,mara canjuwa,NEGATIVE
immerse,nutse,nutse,POSITIVE
wickedness,mugunta,mugunta,NEGATIVE
perplexity,rikicewa,rikicewa,NEGATIVE
preferes,fifita,ya fi son,POSITIVE
despoil,kwace,kwace,NEGATIVE
dread,tsreadro,tsoro,NEGATIVE
bent,lankwasa,lankwasa,NEGATIVE
impress,burge,burge,POSITIVE
upscale,caarfafawa,daga daraja,POSITIVE
possessed,mallaki,mallaki,NEGATIVE
marriage,aure,aure,POSITIVE
creature,halitta,halitta,NEGATIVE
blurry,blurry,dusu-dusu,NEGATIVE
bullshit,kara,shime,NEGATIVE
pinch,tsunkule,tsunkule,NEGATIVE
indistinguishable,wanda ba a iya rarrabewa,wanda ba a iya rarrabewa,NEGATIVE
monopolizing,monopolizing,mallakewa,NEGATIVE
mindful,m,mai kula,POSITIVE
accost,kara,kara,NEGATIVE
inaccurate,ba daidai ba,ba daidai ba,NEGATIVE
tarnished,tarnaka,disashe,NEGATIVE
beating,duka,duka,NEGATIVE
obscures,duhu,duhu,NEGATIVE
consistent,daidaito,daidaito,POSITIVE
fatalities,mutuwa,mutuwa,NEGATIVE
niggle,niggle,damun mutum,NEGATIVE
stunt,tsutsa,dakile girman abu,NEGATIVE
intended,nufi,nufi,POSITIVE
received,samu,samu,POSITIVE
reasoned,dalili,dalili,POSITIVE
ripoff,zamba,zamba,NEGATIVE
halfhearted,mai rabin zuciya,mai zuciyar kare,NEGATIVE
segregate,ware,ware,NEGATIVE
credential,takardun shaida,takardun shaida,POSITIVE
slut,slut,karuwa,NEGATIVE
officious,hukuma,hukuma,NEGATIVE
charm,fara'a,fara'a,POSITIVE
honeymoon,gudun amarci,kwanakin amarci,POSITIVE
jewel,jauhari,jauhari,POSITIVE
dubitable,dubitable,mara tabbas,NEGATIVE
hearing,ji,ji,NEGATIVE
deceived,yaudare,yaudare,NEGATIVE
shimmer,shimmer,walwali,NEGATIVE
noose,sannu,rataya,NEGATIVE
poeticize,rubutattun wakoki,rubutattun wakoki,POSITIVE
fastuous,mai sauri,mai sauri,NEGATIVE
unstoppable,wanda ba a iya hana shi,wanda ba a iya hana shi,POSITIVE
foreman,shugaba,shugaba,POSITIVE
horrors,abubuwan ban tsoro,yana tsorata,NEGATIVE
innovate,kirkire-kirkire,kirkire-kirkire,POSITIVE
competitive,m,na gasa,POSITIVE
simpler,mafi sauki,mafi sauki,POSITIVE
perpetrators,masu yi,masu yi,NEGATIVE
lack,rashin,rashin,NEGATIVE
loafer,loafer,makuiyyaci,NEGATIVE
solves,warware,yana warware,POSITIVE
tardy,jinkiri,jinkiri,NEGATIVE
mange,girma,girma,NEGATIVE
unpleasantries,rashin dadi,rashin dadi,NEGATIVE
drains,magudanan ruwa,yana yin magudana,NEGATIVE
dissuasive,mai rarrabuwa,mai rarrabuwa,NEGATIVE
hermaphrodite,hermaphrodite,mata-maza,NEGATIVE
stainless,bakin karfe,mara aibu,POSITIVE
heady,m,na kai,NEGATIVE
indecision,yanke shawara,yanke shawara,NEGATIVE
rheumatism,rheumatism,ciwon mura,NEGATIVE
troubling,damuwa,damuwa,NEGATIVE
hapless,mara dadi,mara dadi,NEGATIVE
stinking,wari,wari,NEGATIVE
restraint,kamewa,kamewa,POSITIVE
taxing,yin haraji,yin haraji,NEGATIVE
treasure,taska,taska,POSITIVE
dangerousness,hatsari,hatsari,NEGATIVE
gasp,hura hanci,hura hanci,NEGATIVE
unemployed,marasa aikin yi,marasa aikin yi,NEGATIVE
peculiar,peculiar,daban,NEGATIVE
sueing,shigar da kara,shigar da kara,NEGATIVE
unbelief,rashin imani,rashin imani,NEGATIVE
helplessly,mara taimako,mara taimako,NEGATIVE
discrimination,nuna wariya,nuna wariya,NEGATIVE
conversational,hira,hira,POSITIVE
cutting,yankan,yankewa,NEGATIVE
correspondence,rubutu,dangataka,POSITIVE
swindling,zamba,yin zamba,NEGATIVE
barb,barb,kaifin karfen fatsa,NEGATIVE
shape,siffar,siffar,POSITIVE
unipolar,unipolar,tabin hankali,NEGATIVE
misrepresent,bata suna,bata suna,NEGATIVE
animus,animus,kiyayya,NEGATIVE
devour,cinye,cinye,NEGATIVE
harms,cutarwa,yana cutarwa,NEGATIVE
peeled,bawo,bawo,NEGATIVE
romanticism,romanticism,nuna shauki,POSITIVE
prepare,shirya,shirya,POSITIVE
mutilated,yanke jiki,yanke jiki,NEGATIVE
fatigued,gajiya,gajiya,NEGATIVE
cost-saving,tsadar kuɗi,mai saukin kudi,POSITIVE
smelling,ƙamshi,ƙamshi,NEGATIVE
decrepit,raguwa,raguwa,NEGATIVE
grind,niƙa,niƙa,NEGATIVE
squeals,kururuwa,kururuwa,NEGATIVE
capable,iya,iya,POSITIVE
obsolete,tsufa,tsufa,NEGATIVE
symmetry,daidaitawa,daidaitawa,POSITIVE
mashed,mashed,matsewa,NEGATIVE
swastika,swastika,alamar 'yan Nazi,NEGATIVE
inglorious,cin mutunci,cin mutunci,NEGATIVE
fashionably,gaye,gaye,POSITIVE
bulkier,mafi girma,mafi girma,NEGATIVE
incase,incase,ko da,NEGATIVE
disses,kayan abinci,ya na batanci,NEGATIVE
glut,cin abinci,cin abinci,NEGATIVE
production,samarwa,samarwa,POSITIVE
joke,wargi,wargi,POSITIVE
rift,ɓarkewa,ɓarkewa,NEGATIVE
messing up,rikici,rikici,NEGATIVE
unspeakable,ba za a iya magana ba,ba za a iya magana ba,NEGATIVE
remorseless,nadama,nadama,NEGATIVE
unilateralism,unilateralism,hadin kan kasashe akan doka,NEGATIVE
acerbically,acerbically,cikin tunzuri,NEGATIVE
frost,sanyi,sanyi,NEGATIVE
wicket,wicket,tsayayyun sanduna uku na wasan kirket,POSITIVE
assassinate,kashe,kashe,NEGATIVE
orc,orc,botorami,NEGATIVE
insinuation,insinuation,zargi,NEGATIVE
faster,sauri,mai sauri,POSITIVE
reachable,za'a iya kaiwa,cimma gaci,POSITIVE
piracy,satar fasaha,satar fasaha,NEGATIVE
non-violent,ba tashin hankali,ba tashin hankali,POSITIVE
languorously,azamanini,gajiyayye,NEGATIVE
shockingly,a gigice,a gigice,NEGATIVE
likes,kwatankwacinku,yana/tana so,POSITIVE
vigilant,yi hattara,yi hattara,POSITIVE
accuse,zargi,zargi,NEGATIVE
chronicle,labari,labari,POSITIVE
resolves,warware,yana warware,POSITIVE
enchanted,sihiri,sihiri,POSITIVE
senseless,mara hankali,mara hankali,NEGATIVE
blistering,kumfa,kumfa,NEGATIVE
detract,rage hankali,shiririta,NEGATIVE
guide,jagora,jagora,POSITIVE
inadequate,bai isa ba,rashin isa,NEGATIVE
constrain,takura,takura,NEGATIVE
manageable,sarrafawa,mai sarrafuwa,POSITIVE
angers,fushin,yana fushi,NEGATIVE
flattering,fadanci,fadanci,POSITIVE
hairloss,gashi mai gashi,gashi mai gashi,NEGATIVE
attracting,jawo,jawo,POSITIVE
obvious,bayyananne,bayyananne,POSITIVE
impudent,rashin hankali,rashin hankali,NEGATIVE
dissent,rashin yarda,rashin yarda,NEGATIVE
dismaying,damuwa,damuwa,NEGATIVE
classic,na gargajiya,na gargajiya,POSITIVE
grieved,yi baƙin ciki,yi baƙin ciki,NEGATIVE
perilously,cikin haɗari,cikin haɗari,NEGATIVE
mope,mope,guga,NEGATIVE
constraint,ƙuntatawa,ƙuntatawa,NEGATIVE
decrepitude,raguwa,raguwa,NEGATIVE
dirty,datti,mai datti,NEGATIVE
scrutiny,bincike,bincike,NEGATIVE
fawningly,fawnally,nuna kula  ta karya,NEGATIVE
manifested,bayyana,bayyana,POSITIVE
encumbrance,rashin ƙarfi,rashin ƙarfi,NEGATIVE
erudite,jahilci,jahilci,POSITIVE
mobster,ɓarna,mabarnaci,NEGATIVE
vindicates,nuna,yana barranta,POSITIVE
panics,tsoro,yana tsorata,NEGATIVE
lunatics,mahaukata,mahaukata,NEGATIVE
piqued,huda,huda,NEGATIVE
submissive,masu biyayya,masu biyayya,NEGATIVE
shamelessly,mara kunya,mara kunya,NEGATIVE
fain,fain,shiri,POSITIVE
refuted,karyata,karyata,NEGATIVE
outdone,wucewa,wucewa,POSITIVE
ineffectual,m,mara tasiri,NEGATIVE
arrest,kama,kamawa,NEGATIVE
worked,yi aiki,yi aiki,POSITIVE
absolved,shafe,shafe,POSITIVE
legally,bisa doka,bisa doka,POSITIVE
motivation,dalili,motsarwa,POSITIVE
monopolize,mallakinta,mallake,NEGATIVE
quote,faɗi,faɗi,NEGATIVE
hiliarious,hiliarious,mai sanya walwala,NEGATIVE
capitulate,ƙaramar magana,ƙaramar magana,NEGATIVE
sacrifices,sadaukarwa,sadaukarwa,NEGATIVE
buzz,buzz,kukan zuma,POSITIVE
lateness,jinkiri,jinkiri,NEGATIVE
unscathed,wanda bai tsira ba,wanda bai tsira ba,POSITIVE
easy,sauki,sauki,POSITIVE
abrogate,shafe,shafe,NEGATIVE
abysmally,abysmally,mara kyau matuka,NEGATIVE
prestigious,martaba,mai martaba,POSITIVE
hog,alade,alade,NEGATIVE
inspiring,yin ishãra,mai taba ruhi,POSITIVE
rapport,yarjejeniya,yarjejeniya,POSITIVE
adored,kauna,kauna,POSITIVE
hyperbole,hyperbole,kambamawa,NEGATIVE
hides,boyewa,ya buya,NEGATIVE
drags,drags,yana ja,NEGATIVE
scathing,watsa,watsa,NEGATIVE
paradise,aljanna,aljanna,POSITIVE
stricken,rauni,rauni,NEGATIVE
valuable,mai muhimmanci,mai muhimmanci,POSITIVE
familiar,saba,saba,POSITIVE
overstates,karin bayani,karin bayani,NEGATIVE
attracted,jawo,jawo,POSITIVE
matchless,kwatankwacinsa,rashin dacewa,POSITIVE
despair,yanke kauna,yanke kauna,NEGATIVE
substance,abu,abu,POSITIVE
slim,siriri,siriri,POSITIVE
gratifying,mai ban sha'awa,mai ban sha'awa,POSITIVE
playfully,wasa,wasa,POSITIVE
faculty,baiwa,baiwa,POSITIVE
disregarded,rashin kulawa,rashin kulawa,NEGATIVE
shares,hannun jari,yana raba,POSITIVE
indeterminate,wanda ba za a iya tantancewa ba,wanda ba za a iya tantancewa ba,NEGATIVE
extravagance,almubazzaranci,almubazzaranci,NEGATIVE
claw,faratu,faratu,NEGATIVE
model,samfurin,samfurin,POSITIVE
self-deluded,yaudarar kai,yaudarar kai,NEGATIVE
shadowy,inuwa,inuwa,NEGATIVE
taunting,ba'a,ba'a,NEGATIVE
amaze,yi mamaki,yi mamaki,POSITIVE
unmotivated,mara motsawa,mara motsawa,NEGATIVE
buzzed,buzzed,shan barasa,NEGATIVE
lordship,ubangiji,ubangiji,POSITIVE
disputing,jayayya,jayayya,NEGATIVE
saved,sami ceto,adana,POSITIVE
mulish,mulish,taurin kai,NEGATIVE
occupant,mai zama,mai zama,POSITIVE
inadvisably,ba a iya gani,ba a iya gani,NEGATIVE
superficial,na waje,na waje,NEGATIVE
unjustifiably,ba da hujja ba,ba da hujja ba,NEGATIVE
prosecuted,gurfanar da shi,gurfanar,NEGATIVE
victimize,azabtar,azabtar,NEGATIVE
conceal,boye,boye,NEGATIVE
scant,kadan,kadan,NEGATIVE
cherished,ƙaunar,ƙaunar,POSITIVE
monochrome,monochrome,Zane mai launi daya,NEGATIVE
exasperated,exasperated,cusa takaici,POSITIVE
statue,mutum -mutumi,mutum -mutumi,POSITIVE
interests,bukatun,yana sha'awa,POSITIVE
exchange,musayar,musayar,POSITIVE
fruitless,mara amfani,mara amfani,NEGATIVE
laser,Laser,haske,POSITIVE
mishap,ɓarna,ɓarna,NEGATIVE
bowdlerize,kwanciya,kwanciya,NEGATIVE
squabble,jayayya,jayayya,NEGATIVE
paltry,maras kyau,maras kyau,NEGATIVE
skillfully,da gwaninta,da gwaninta,POSITIVE
convinces,shawo,yana shawo kan,POSITIVE
leukemia,cutar sankarar bargo,cutar sankarar bargo,NEGATIVE
balsam,balsam,itatuwan magani,POSITIVE
intolerance,rashin haƙuri,rashin haƙuri,NEGATIVE
cover-up,sutura,sutura,NEGATIVE
veritable,gaskiya,gaskiya,POSITIVE
venomously,da dafi,da dafi,NEGATIVE
implausible,mara yiwuwa,mara yiwuwa,NEGATIVE
objective,haƙiƙa,haƙiƙa,POSITIVE
mangling,mangwa,yin barna,NEGATIVE
advantage,amfani,dama,POSITIVE
adoring,yin sujada,yin sujada,POSITIVE
scowl,scowl,zafin kai,NEGATIVE
punishable,hukuncin mutum,abin hukuntawa,NEGATIVE
hard-line,layi mai kauri,layi mai karfi,NEGATIVE
agonize,azaba,azaba,NEGATIVE
surpassing,wucewa,wucewa,POSITIVE
illustrious,mai haske,mai haske,POSITIVE
vibrates,makarkata,yana girgiza,NEGATIVE
fatcat,kitse,mashahurin mai kudi,NEGATIVE
drop-outs,faduwa,faduwa,NEGATIVE
degradation,ƙasƙanci,ƙasƙanci,NEGATIVE
sweetness,zaƙi,zaƙi,POSITIVE
wrongdoing,zalunci,zalunci,NEGATIVE
hive,hive,wajen da jama'a suke yawan shiga,NEGATIVE
overflow,ambaliya,ambaliya,NEGATIVE
shocking,m,mai gigitarwa,NEGATIVE
slaughterhouse,mayanka,mayanka,NEGATIVE
poisoned,guba,guba,NEGATIVE
indenture,indenture,yarjejeniya,NEGATIVE
restricting,ƙuntatawa,ƙuntatawa,NEGATIVE
sour,m,tsami,NEGATIVE
disintegrate,tarwatsewa,tarwatsewa,NEGATIVE
notorious,sananne,takadari,NEGATIVE
imminently,immin,abinda ka iya faruwa,NEGATIVE
sanctity,tsarkakewa,tsarkakewa,POSITIVE
contend,jayayya,jayayya,NEGATIVE
snazzy,snazzy,mai daukar ido,POSITIVE
scrimmage,scrimmage,gwagwarmaya,NEGATIVE
disconcerted,disconcer,abu mai uzzurawa,NEGATIVE
tantalizing,tantalizing,Jan hankali,POSITIVE
script,rubutun,rubutun,POSITIVE
avatar,avatar,shugaba,POSITIVE
plight,wahala,wahala,NEGATIVE
compliance,biyayya,biyayya,POSITIVE
spooky,abin tsoro,mai razanarwa,NEGATIVE
jam,jam,bala'i,NEGATIVE
university,jami'a,jami'a,POSITIVE
reconsideration,sake tunani,sake tunani,POSITIVE
unthinkably,ba tsammani,rashin tsammani,NEGATIVE
unaccountable,wanda ba a iya lissafi,wanda ba a iya lissafi,NEGATIVE
inconsolable,ba a iya ta'azara,ba a iya ta'azara,NEGATIVE
want,so,so,POSITIVE
uniformly,daidai,daidai,POSITIVE
smell,wari,wari,NEGATIVE
flareups,flareups,ya barke,NEGATIVE
unquestionable,babu shakka,babu shakka,POSITIVE
aggrivation,tashin hankali,tashin hankali,NEGATIVE
reimburse,sake biya,sake biya,POSITIVE
appeal,daukaka kara,daukaka kara,POSITIVE
dying,mutuwa,mutuwa,NEGATIVE
oak,itacen oak,itacen oak,POSITIVE
butler,mai shayarwa,mai shayarwa,POSITIVE
crack,fasa,fasa,NEGATIVE
shake,girgiza,girgiza,NEGATIVE
sardonic,sardonic,na gangan,NEGATIVE
president,shugaban kasa,shugaban kasa,POSITIVE
apologists,masu uzuri,masu uzuri,NEGATIVE
awfully,da ban tsoro,da ban tsoro,NEGATIVE
declining,ragewa,ragewa,NEGATIVE
sham,sham,na karya,NEGATIVE
inviolate,hana aiki,hana aiki,POSITIVE
eat,ci,ci,POSITIVE
draconic,draconic,mai tsauri,NEGATIVE
sterling,Sterling,aiki na gari,NEGATIVE
suspicion,zato,zato,NEGATIVE
neglected,sakaci,sakaci,NEGATIVE
temerity,temer,magana da karfi,NEGATIVE
manipulative,magudi,sarrafa,NEGATIVE
fiasco,fiasco,gazawa,NEGATIVE
subtract,rage,rage,NEGATIVE
inefficient,mara inganci,mara inganci,NEGATIVE
litigate,yi kara,yi kara,NEGATIVE
cussed,cussed,takurawa,NEGATIVE
respect,girmamawa,girmamawa,POSITIVE
